id;category_code;category;title;date;author_1;author_2;author_3;author_4;author_5;summary;link
arXiv:cs/0003067;[cs.LO];Computer Science > Logic in Computer Science;Detecting Unsolvable Queries for Definite Logic Programs;[Submitted on 17 Mar 2000];Maurice Bruynooghe;Henk Vandecasteele;D. Andre de Waal;Marc Denecker;;In solving a query, the SLD proof procedure for definite programs sometimessearches an infinite space for a non existing solution. For example, querying aplanner for an unreachable goal state. Such programs motivate the developmentof methods to prove the absence of a solution. Considering the definite programand the query ``<- Q'' as clauses of a first order theory, one can apply modelgenerators which search for a finite interpretation in which the programclauses as well as the clause ``false <- Q'' are true. This paper develops anew approach which exploits the fact that all clauses are definite. It is basedon a goal directed abductive search in the space of finite pre-interpretationsfor a pre-interpretation such that ``Q'' is false in the least model of theprogram based on it. Several methods for efficiently searching the space ofpre-interpretations are presented. Experimental results confirm that ourapproach find solutions with less search than with the use of a first ordermodel generator.;https://arxiv.org/abs/cs/0003067
arXiv:cs/0003057;[cs.LO];Computer Science > Logic in Computer Science;XNMR: A tool for knowledge bases exploration;[Submitted on 13 Mar 2000];L. Castro;D. Warren;;;;XNMR is a system designed to explore the results of combining thewell-founded semantics system XSB with the stable-models evaluator SMODELS. Itsmain goal is to work as a tool for fast and interactive exploration ofknowledge bases.;https://arxiv.org/abs/cs/0003057
arXiv:cs/0003050;[cs.LO];Computer Science > Logic in Computer Science;A tableau methodology for deontic conditional logics;[Submitted on 10 Mar 2000];Alberto Artosi;Guido Governatori;;;;In this paper we present a theorem proving methodology for a restricted butsignificant fragment of the conditional language made up of (booleancombinations of) conditional statements with unnested antecedents. The methodis based on the possible world semantics for conditional logics. The KEM labelformalism, designed to account for the semantics of normal modal logics, iseasily adapted to the semantics of conditional logics by simply indexing labelswith formulas. The inference rules are provided by the propositional system KE+- a tableau-like analytic proof system devised to be used both as a refutationand a direct method of proof - enlarged with suitable elimination rules for theconditional connective. The theorem proving methodology we are going to presentcan be viewed as a first step towards developing an appropriate algorithmicframework for several conditional logics for (defeasible) conditionalobligation.;https://arxiv.org/abs/cs/0003050
arXiv:cs/0003056;[cs.LO];Computer Science > Logic in Computer Science;A note on the Declarative reading(s) of Logic Programming;[Submitted on 13 Mar 2000];Marc Denecker;;;;;This paper analyses the declarative readings of logic programming. Logicprogramming - and negation as failure - has no unique declarative reading. Onecommon view is that logic programming is a logic for default reasoning, asub-formalism of default logic or autoepistemic logic. In this view, negationas failure is a modal operator. In an alternative view, a logic program isinterpreted as a definition. In this view, negation as failure is classicalobjective negation. From a commonsense point of view, there is definitely adifference between these views. Surprisingly though, both types of declarativereadings lead to grosso modo the same model semantics. This note investigatesthe causes for this.;https://arxiv.org/abs/cs/0003056
arXiv:cs/0003019;[cs.LO];Computer Science > Logic in Computer Science;Extending Classical Logic with Inductive Definitions;[Submitted on 7 Mar 2000];Marc Denecker;;;;;The goal of this paper is to extend classical logic with a generalized notionof inductive definition supporting positive and negative induction, toinvestigate the properties of this logic, its relationships to other logics inthe area of non-monotonic reasoning, logic programming and deductive databases,and to show its application for knowledge representation by giving a typologyof definitional knowledge.;https://arxiv.org/abs/cs/0003019
arXiv:cs/0003080;[cs.AI];Computer Science > Artificial Intelligence;Some Remarks on Boolean Constraint Propagation;[Submitted on 28 Mar 2000];Krzysztof R. Apt;;;;;We study here the well-known propagation rules for Boolean constraints. Firstwe propose a simple notion of completeness for sets of such rules and establisha completeness result. Then we show an equivalence in an appropriate sensebetween Boolean constraint propagation and unit propagation, a form ofresolution for propositional logic.;https://arxiv.org/abs/cs/0003080
arXiv:cs/0003077;[cs.AI];Computer Science > Artificial Intelligence;DATALOG with constraints - an answer-set programming system;[Submitted on 24 Mar 2000];Deborah East;Miroslaw Truszczynski;;;;Answer-set programming (ASP) has emerged recently as a viable programmingparadigm well attuned to search problems in AI, constraint satisfaction andcombinatorics. Propositional logic is, arguably, the simplest ASP system withan intuitive semantics supporting direct modeling of problem constraints.However, for some applications, especially those requiring that transitiveclosure be computed, it requires additional variables and results in largetheories. Consequently, it may not be a practical computational tool for suchproblems. On the other hand, ASP systems based on nonmonotonic logics, such asstable logic programming, can handle transitive closure computation efficientlyand, in general, yield very concise theories as problem representations. Theirsemantics is, however, more complex. Searching for the middle ground, in thispaper we introduce a new nonmonotonic logic, DATALOG with constraints or DC.Informally, DC theories consist of propositional clauses (constraints) and ofHorn rules. The semantics is a simple and natural extension of the semantics ofthe propositional logic. However, thanks to the presence of Horn rules in thesystem, modeling of transitive closure becomes straightforward. We describe thesyntax and semantics of DC, and study its properties. We discuss animplementation of DC and present results of experimental study of theeffectiveness of DC, comparing it with CSAT, a satisfiability checker andSMODELS implementation of stable logic programming. Our results show that DC iscompetitive with the other two approaches, in case of many search problems,often yielding much more efficient solutions.;https://arxiv.org/abs/cs/0003077
arXiv:cs/0003076;[cs.AI];Computer Science > Artificial Intelligence;Constraint Programming viewed as Rule-based Programming;[Submitted on 24 Mar 2000 (;Krzysztof R. Apt;Eric Monfroy;;;;We study here a natural situation when constraint programming can be entirelyreduced to rule-based programming. To this end we explain first how one cancompute on constraint satisfaction problems using rules represented by simplefirst-order formulas. Then we consider constraint satisfaction problems thatare based on predefined, explicitly given constraints. To solve them we firstderive rules from these explicitly given constraints and limit the computationprocess to a repeated application of these rules, combined with labeling.Weconsider here two types of rules. The first type, that we call equality rules,leads to a new notion of local consistency, called {\em rule consistency} thatturns out to be weaker than arc consistency for constraints of arbitrary arity(called hyper-arc consistency in \cite{MS98b}). For Boolean constraints ruleconsistency coincides with the closure under the well-known propagation rulesfor Boolean constraints. The second type of rules, that we call membershiprules, yields a rule-based characterization of arc consistency. To showfeasibility of this rule-based approach to constraint programming we show howboth types of rules can be automatically generated, as {\tt CHR} rules of\cite{fruhwirth-constraint-95}. This yields an implementation of this approachto programming by means of constraint logic programming. We illustrate theusefulness of this approach to constraint programming by discussing variousexamples, including Boolean constraints, two typical examples of many valuedlogics, constraints dealing with Waltz's language for describing polyhedralscenes, and Allen's qualitative approach to temporal logic.;https://arxiv.org/abs/cs/0003076
arXiv:cs/0003073;[cs.AI];Computer Science > Artificial Intelligence;Proceedings of the 8th International Workshop on Non-Monotonic Reasoning, NMR'2000;[Submitted on 22 Mar 2000];Chitta Baral;Miroslaw Truszczynski;;;;The papers gathered in this collection were presented at the 8thInternational Workshop on Nonmonotonic Reasoning, NMR2000. The series wasstarted by John McCarthy in 1978. The first international NMR workshop was heldat Mohonk Mountain House, New Paltz, New York in June, 1984, and was organizedby Ray Reiter and Bonnie Webber.;https://arxiv.org/abs/cs/0003073
arXiv:cs/0003061;[cs.AI];Computer Science > Artificial Intelligence;dcs: An Implementation of DATALOG with Constraints;[Submitted on 14 Mar 2000];Deborah East;Miroslaw Truszczynski;;;;Answer-set programming (ASP) has emerged recently as a viable programmingparadigm. We describe here an ASP system, DATALOG with constraints or DC, basedon non-monotonic logic. Informally, DC theories consist of propositionalclauses (constraints) and of Horn rules. The semantics is a simple and naturalextension of the semantics of the propositional logic. However, thanks to thepresence of Horn rules in the system, modeling of transitive closure becomesstraightforward. We describe the syntax, use and implementation of DC andprovide experimental results.;https://arxiv.org/abs/cs/0003061
arXiv:cs/0003059;[cs.AI];Computer Science > Artificial Intelligence;SATEN: An Object-Oriented Web-Based Revision and Extraction Engine;[Submitted on 14 Mar 2000];Mary-Anne Williams;Aidan Sims;;;;SATEN is an object-oriented web-based extraction and belief revision engine.It runs on any computer via a Java 1.1 enabled browser such as Netscape 4.SATEN performs belief revision based on the AGM approach. The extraction andbelief revision reasoning engines operate on a user specified ranking ofinformation. One of the features of SATEN is that it can be used to integratemutually inconsistent commensuate rankings into a consistent ranking.;https://arxiv.org/abs/cs/0003059
arXiv:cs/0003052;[cs.AI];Computer Science > Artificial Intelligence;A Consistency-Based Model for Belief Change: Preliminary Report;[Submitted on 11 Mar 2000 (;James Delgrande;Torsten Schaub;;;;"We present a general, consistency-based framework for belief change.Informally, in revising K by A, we begin with A and incorporate as much of K asconsistently possible. Formally, a knowledge base K and sentence A areexpressed, via renaming propositions in K, in separate languages. Using amaximization process, we assume the languages are the same insofar asconsistently possible. Lastly, we express the resultant knowledge base in asingle language. There may be more than one way in which A can be so extendedby K: in choice revision, one such ``extension'' represents the revised state;alternately revision consists of the intersection of all such extensions.";https://arxiv.org/abs/cs/0003052
arXiv:cs/0003051;[cs.AI];Computer Science > Artificial Intelligence;Local Diagnosis;[Submitted on 10 Mar 2000];Renata Wassermann;;;;;In an earlier work, we have presented operations of belief change which onlyaffect the relevant part of a belief base. In this paper, we propose theapplication of the same strategy to the problem of model-based diangosis. Wefirst isolate the subset of the system description which is relevant for agiven observation and then solve the diagnosis problem for this subset.;https://arxiv.org/abs/cs/0003051
arXiv:cs/0003049;[cs.AI];Computer Science > Artificial Intelligence;Planning with Incomplete Information;[Submitted on 9 Mar 2000];Antonis Kakas;Rob Miller;Francesca Toni;;;Planning is a natural domain of application for frameworks of reasoning aboutactions and change. In this paper we study how one such framework, the LanguageE, can form the basis for planning under (possibly) incomplete information. Wedefine two types of plans: weak and safe plans, and propose a planner, calledthe E-Planner, which is often able to extend an initial weak plan into a safeplan even though the (explicit) information available is incomplete, e.g. forcases where the initial state is not completely known. The E-Planner is basedupon a reformulation of the Language E in argumentation terms and a naturalproof theory resulting from the reformulation. It uses an extension of thisproof theory by means of abduction for the generation of plans and adoptsargumentation-based techniques for extending weak plans into safe plans. Weprovide representative examples illustrating the behaviour of the E-Planner, inparticular for cases where the status of fluents is incompletely known.;https://arxiv.org/abs/cs/0003049
arXiv:cs/0003048;[cs.AI];Computer Science > Artificial Intelligence;PAL: Pertinence Action Language;[Submitted on 9 Mar 2000];Pedro Cabalar;Manuel Cabarcos;Ramon P. Otero;;;The current document contains a brief description of a system for Reasoningabout Actions and Change called PAL (Pertinence Action Language) which makesuse of several reasoning properties extracted from a Temporal Expert Systemstool called Medtool.;https://arxiv.org/abs/cs/0003048
arXiv:cs/0003047;[cs.AI];Computer Science > Artificial Intelligence;BDD-based reasoning in the fluent calculus - first results;[Submitted on 9 Mar 2000];Steffen Hoelldobler;Hans-Peter Stoerr;;;;The paper reports on first preliminary results and insights gained in aproject aiming at implementing the fluent calculus using methods and techniquesbased on binary decision diagrams. After reporting on an initial experimentshowing promising results we discuss our findings concerning various techniquesand heuristics used to speed up the reasoning process.;https://arxiv.org/abs/cs/0003047
arXiv:cs/0003046;[cs.AI];Computer Science > Artificial Intelligence;Linear Tabulated Resolution Based on Prolog Control Strategy;[Submitted on 9 Mar 2000];Yi-Dong Shen;Li-Yan Yuan;Jia-Huai You;Neng-Fa Zhou;;Infinite loops and redundant computations are long recognized open problemsin Prolog. Two ways have been explored to resolve these problems: loop checkingand tabling. Loop checking can cut infinite loops, but it cannot be both soundand complete even for function-free logic programs. Tabling seems to be aneffective way to resolve infinite loops and redundant computations. However,existing tabulated resolutions, such as OLDT-resolution, SLG- resolution, andTabulated SLS-resolution, are non-linear because they rely on thesolution-lookup mode in formulating tabling. The principal disadvantage ofnon-linear resolutions is that they cannot be implemented using a simplestack-based memory structure like that in Prolog. Moreover, some strictlysequential operators such as cuts may not be handled as easily as in Prolog.;https://arxiv.org/abs/cs/0003046
arXiv:cs/0003044;[cs.AI];Computer Science > Artificial Intelligence;On the tractable counting of theory models and its application to belief revision and truth maintenance;[Submitted on 9 Mar 2000];Adnan Darwiche;;;;;We introduced decomposable negation normal form (DNNF) recently as atractable form of propositional theories, and provided a number of powerfullogical operations that can be performed on it in polynomial time. We alsopresented an algorithm for compiling any conjunctive normal form (CNF) intoDNNF and provided a structure-based guarantee on its space and time complexity.We present in this paper a linear-time algorithm for converting an orderedbinary decision diagram (OBDD) representation of a propositional theory into anequivalent DNNF, showing that DNNFs scale as well as OBDDs. We also identify asubclass of DNNF which we call deterministic DNNF, d-DNNF, and show that theprevious complexity guarantees on compiling DNNF continue to hold for thisstricter subclass, which has stronger properties. In particular, we present anew operation on d-DNNF which allows us to count its models under theassertion, retraction and flipping of every literal by traversing the d-DNNFtwice. That is, after such traversal, we can test in constant-time: theentailment of any literal by the d-DNNF, and the consistency of the d-DNNFunder the retraction or flipping of any literal. We demonstrate thesignificance of these new operations by showing how they allow us to implementlinear-time, complete truth maintenance systems and linear-time, completebelief revision systems for two important classes of propositional theories.;https://arxiv.org/abs/cs/0003044
arXiv:cs/0003042;[cs.AI];Computer Science > Artificial Intelligence;Fages' Theorem and Answer Set Programming;[Submitted on 9 Mar 2000];Yuliya Babovich;Esra Erdem;Vladimir Lifschitz;;;We generalize a theorem by Francois Fages that describes the relationshipbetween the completion semantics and the answer set semantics for logicprograms with negation as failure. The study of this relationship is importantin connection with the emergence of answer set programming. Whenever the twosemantics are equivalent, answer sets can be computed by a satisfiabilitysolver, and the use of answer set solvers such as smodels and dlv isunnecessary. A logic programming representation of the blocks world due toIlkka Niemelae is discussed as an example.;https://arxiv.org/abs/cs/0003042
arXiv:cs/0003041;[cs.AI];Computer Science > Artificial Intelligence;Coherence, Belief Expansion and Bayesian Networks;[Submitted on 8 Mar 2000];Luc Bovens;Stephan Hartmann;;;;We construct a probabilistic coherence measure for information sets whichdetermines a partial coherence ordering. This measure is applied inconstructing a criterion for expanding our beliefs in the face of newinformation. A number of idealizations are being made which can be relaxed byan appeal to Bayesian Networks.;https://arxiv.org/abs/cs/0003041
